email,ticket_id,issue_type,satisfaction_rating
user_6e8c0e15@gmail.com,TKT-000930,Damaged Item,4
user_42da0739@gmail.com,TKT-000931,Late Delivery,1
user_25525a48@gmail.com,TKT-000932,Damaged Item,3
user_0f8249c6@gmail.com,TKT-000933,Late Delivery,5
user_86c1cf9b@gmail.com,TKT-000934,Damaged Item,2
user_f1e7edf8@gmail.com,TKT-000935,Late Delivery,5
user_0471a053@gmail.com,TKT-000936,Damaged Item,3
user_7c6b2fc9@gmail.com,TKT-000937,Late Delivery,2
user_bd8cf21c@gmail.com,TKT-000938,Damaged Item,5
user_aec17bba@gmail.com,TKT-000939,Late Delivery,1
user_0508a2b4@gmail.com,TKT-000940,Late Delivery,3
user_2c7e4fe7@gmail.com,TKT-000941,Late Delivery,3
user_f8d3a383@gmail.com,TKT-000942,Late Delivery,4
user_a8d00c80@gmail.com,TKT-000943,Damaged Item,4
user_38c9d129@gmail.com,TKT-000944,Late Delivery,3
user_21b02ebb@gmail.com,TKT-000945,Damaged Item,2
user_b2bedaad@gmail.com,TKT-000946,Damaged Item,5
user_fdb2bb53@gmail.com,TKT-000947,Late Delivery,3
user_e33a6742@gmail.com,TKT-000948,Damaged Item,5
user_a510b982@gmail.com,TKT-000949,Damaged Item,3
user_c2783063@gmail.com,TKT-000950,Late Delivery,2
user_2fb26b64@gmail.com,TKT-000951,Damaged Item,3
user_be18991f@gmail.com,TKT-000952,Damaged Item,3
user_4d771e37@gmail.com,TKT-000953,Damaged Item,5
user_868587bb@gmail.com,TKT-000954,Late Delivery,1
user_2c08ea15@gmail.com,TKT-000955,Late Delivery,5
user_e2d8ec12@gmail.com,TKT-000956,Late Delivery,1
user_3d7dac08@gmail.com,TKT-000957,Late Delivery,5
user_fcd1b363@gmail.com,TKT-000958,Damaged Item,5
user_39bff4c2@gmail.com,TKT-000959,Late Delivery,1
user_9604f001@gmail.com,TKT-000960,Damaged Item,3
user_96f626c7@gmail.com,TKT-000961,Late Delivery,3
user_c14ab091@gmail.com,TKT-000962,Damaged Item,1
user_df29f1f6@gmail.com,TKT-000963,Damaged Item,5
user_137ac564@gmail.com,TKT-000964,Late Delivery,5
user_9f47d1fa@gmail.com,TKT-000965,Late Delivery,4
user_e230a164@gmail.com,TKT-000966,Damaged Item,1
user_e3087e6b@gmail.com,TKT-000967,Damaged Item,1
user_3c318225@gmail.com,TKT-000968,Late Delivery,3
user_1e21216a@gmail.com,TKT-000969,Late Delivery,3
user_a6ca6b61@gmail.com,TKT-000970,Late Delivery,2
user_2392a29d@gmail.com,TKT-000971,Late Delivery,4
user_38a3c2eb@gmail.com,TKT-000972,Late Delivery,4
user_73cb5bd8@gmail.com,TKT-000973,Damaged Item,4
user_1545f240@gmail.com,TKT-000974,Damaged Item,1
user_fdb08613@gmail.com,TKT-000975,Damaged Item,2
user_3d5d9a19@gmail.com,TKT-000976,Damaged Item,5
user_4485e3c5@gmail.com,TKT-000977,Late Delivery,3
user_dbdf835d@gmail.com,TKT-000978,Late Delivery,2
user_f82e4773@gmail.com,TKT-000979,Late Delivery,2
user_62d5b065@gmail.com,TKT-000980,Late Delivery,4
user_91798cca@gmail.com,TKT-000981,Damaged Item,4
user_bab333fc@gmail.com,TKT-000982,Damaged Item,2
user_83583269@gmail.com,TKT-000983,Damaged Item,3
user_45a529e4@gmail.com,TKT-000984,Damaged Item,4
user_37e2dd61@gmail.com,TKT-000985,Damaged Item,3
user_38c57611@gmail.com,TKT-000986,Damaged Item,1
user_3fcda7fd@gmail.com,TKT-000987,Late Delivery,1
user_04898235@gmail.com,TKT-000988,Damaged Item,2
user_a5672afe@gmail.com,TKT-000989,Late Delivery,4
user_6fd11ed4@gmail.com,TKT-000990,Late Delivery,5
user_d2e9386b@gmail.com,TKT-000991,Late Delivery,4
user_a6c526ae@gmail.com,TKT-000992,Late Delivery,5
user_8cb9eb3a@gmail.com,TKT-000993,Late Delivery,2
user_c6994523@gmail.com,TKT-000994,Damaged Item,2
user_682d203e@gmail.com,TKT-000995,Late Delivery,1
user_48bf4e83@gmail.com,TKT-000996,Damaged Item,1
user_a1bb7c7b@gmail.com,TKT-000997,Damaged Item,5
user_b75240ce@gmail.com,TKT-000998,Damaged Item,5
user_320c8ec3@gmail.com,TKT-000999,Late Delivery,1
user_2b289dc2@gmail.com,TKT-001000,Late Delivery,3
user_3cb378e2@gmail.com,TKT-001001,Late Delivery,1
user_64aa5650@gmail.com,TKT-001002,Damaged Item,3
user_59775d57@gmail.com,TKT-001003,Late Delivery,3
user_2778fb68@gmail.com,TKT-001004,Late Delivery,3
user_187e4319@gmail.com,TKT-001005,Damaged Item,2
user_ed54434e@gmail.com,TKT-001006,Damaged Item,5
user_532e19d1@gmail.com,TKT-001007,Late Delivery,2
user_54eae13c@gmail.com,TKT-001008,Damaged Item,1
user_b3d14cfa@gmail.com,TKT-001009,Damaged Item,3
user_5a1e54e7@gmail.com,TKT-001010,Late Delivery,2
user_c4aaf56c@gmail.com,TKT-001011,Damaged Item,5
user_b381a905@gmail.com,TKT-001012,Late Delivery,5
user_48aefd0f@gmail.com,TKT-001013,Late Delivery,5
user_ddf701b9@gmail.com,TKT-001014,Late Delivery,4
user_a9793685@gmail.com,TKT-001015,Damaged Item,4
user_94066d7c@gmail.com,TKT-001016,Damaged Item,3
user_84280102@gmail.com,TKT-001017,Late Delivery,5
user_bfe8411c@gmail.com,TKT-001018,Late Delivery,4
user_49c68b82@gmail.com,TKT-001019,Late Delivery,5
user_5edc0120@gmail.com,TKT-001020,Late Delivery,4
user_b9665ce6@gmail.com,TKT-001021,Late Delivery,5
user_91a5df66@gmail.com,TKT-001022,Damaged Item,5
user_3cee8934@gmail.com,TKT-001023,Late Delivery,5
user_b39d408a@gmail.com,TKT-001024,Damaged Item,4
user_a93a1c70@gmail.com,TKT-001025,Late Delivery,5
user_2b058add@gmail.com,TKT-001026,Damaged Item,1
user_5ef3e5d1@gmail.com,TKT-001027,Late Delivery,2
user_43530b76@gmail.com,TKT-001028,Late Delivery,1
user_4f25ec76@gmail.com,TKT-001029,Damaged Item,4
user_81120071@gmail.com,TKT-001030,Damaged Item,3
user_588018a8@gmail.com,TKT-001031,Damaged Item,1
user_5c58de6f@gmail.com,TKT-001032,Damaged Item,1
user_a8a46bb1@gmail.com,TKT-001033,Damaged Item,2
user_e84ef43d@gmail.com,TKT-001034,Late Delivery,3
user_fe9e22b5@gmail.com,TKT-001035,Late Delivery,4
user_46417ad5@gmail.com,TKT-001036,Late Delivery,3
user_aa541fa3@gmail.com,TKT-001037,Damaged Item,5
user_ec577f97@gmail.com,TKT-001038,Damaged Item,3
user_680c14b5@gmail.com,TKT-001039,Damaged Item,1
user_ebf7e0d4@gmail.com,TKT-001040,Damaged Item,5
user_84009bbe@gmail.com,TKT-001041,Late Delivery,2
user_d958c4aa@gmail.com,TKT-001042,Late Delivery,1
user_deb1fdf2@gmail.com,TKT-001043,Damaged Item,2
user_8fa601ff@gmail.com,TKT-001044,Late Delivery,3
user_bf0754bd@gmail.com,TKT-001045,Damaged Item,3
user_5bb6aa0c@gmail.com,TKT-001046,Damaged Item,1
user_cb3ff5e1@gmail.com,TKT-001047,Damaged Item,5
user_732267f7@gmail.com,TKT-001048,Late Delivery,3
user_d7db00dd@gmail.com,TKT-001049,Damaged Item,5
user_05a021f8@gmail.com,TKT-001050,Damaged Item,5
user_31de4c2a@gmail.com,TKT-001051,Damaged Item,2
user_9f027be6@gmail.com,TKT-001052,Damaged Item,3
user_6a8f67ab@gmail.com,TKT-001053,Damaged Item,1
user_9f6c13f1@gmail.com,TKT-001054,Late Delivery,4
user_703a328e@gmail.com,TKT-001055,Damaged Item,4
user_a5314ac2@gmail.com,TKT-001056,Damaged Item,5
user_94fb6dde@gmail.com,TKT-001057,Damaged Item,5
user_6b9a4c04@gmail.com,TKT-001058,Late Delivery,2
user_1aaef6b6@gmail.com,TKT-001059,Late Delivery,1
user_e9a9d052@gmail.com,TKT-001060,Damaged Item,4
user_c8cae630@gmail.com,TKT-001061,Damaged Item,3
user_1b147d0d@gmail.com,TKT-001062,Damaged Item,4
user_86ab3521@gmail.com,TKT-001063,Late Delivery,2
user_9aa827c8@gmail.com,TKT-001064,Damaged Item,2
user_7810b0c4@gmail.com,TKT-001065,Damaged Item,5
user_236f1336@gmail.com,TKT-001066,Damaged Item,4
user_0dcc9043@gmail.com,TKT-001067,Late Delivery,2
user_5d3dd81d@gmail.com,TKT-001068,Damaged Item,4
user_ca666876@gmail.com,TKT-001069,Damaged Item,1
user_2d013009@gmail.com,TKT-001070,Late Delivery,3
user_025e14cd@gmail.com,TKT-001071,Damaged Item,2
user_454660f8@gmail.com,TKT-001072,Late Delivery,1
user_7838ad77@gmail.com,TKT-001073,Damaged Item,3
user_5acb44e8@gmail.com,TKT-001074,Damaged Item,1
user_eb5489a3@gmail.com,TKT-001075,Late Delivery,1
user_b542893c@gmail.com,TKT-001076,Late Delivery,3
user_273474c0@gmail.com,TKT-001077,Damaged Item,3
user_d4c9f9c8@gmail.com,TKT-001078,Late Delivery,1
user_072e64d9@gmail.com,TKT-001079,Late Delivery,1
user_16dafc86@gmail.com,TKT-001080,Damaged Item,4
user_f9902ec9@gmail.com,TKT-001081,Damaged Item,5
user_6c9f7c86@gmail.com,TKT-001082,Late Delivery,1
user_da228233@gmail.com,TKT-001083,Damaged Item,4
user_7fe9b383@gmail.com,TKT-001084,Late Delivery,5
user_9b6b1f44@gmail.com,TKT-001085,Damaged Item,4
user_00eba937@gmail.com,TKT-001086,Damaged Item,2
user_7d2ccd4b@gmail.com,TKT-001087,Damaged Item,2
user_4d198d46@gmail.com,TKT-001088,Damaged Item,3
user_441285a3@gmail.com,TKT-001089,Late Delivery,2
user_fb4066be@gmail.com,TKT-001090,Late Delivery,3
user_f301a8e5@gmail.com,TKT-001091,Damaged Item,3
user_1f720536@gmail.com,TKT-001092,Damaged Item,5
user_52516ca6@gmail.com,TKT-001093,Damaged Item,2
user_f35b5c2b@gmail.com,TKT-001094,Late Delivery,2
user_26ffd811@gmail.com,TKT-001095,Damaged Item,5
user_d2ab3371@gmail.com,TKT-001096,Late Delivery,2
user_aaeeb65a@gmail.com,TKT-001097,Damaged Item,1
user_b946fd65@gmail.com,TKT-001098,Damaged Item,5
user_447f1273@gmail.com,TKT-001099,Damaged Item,2
user_07f73198@gmail.com,TKT-001100,Late Delivery,5
user_d4b16abc@gmail.com,TKT-001101,Late Delivery,2
user_55df93f5@gmail.com,TKT-001102,Late Delivery,3
user_e77b6fbb@gmail.com,TKT-001103,Damaged Item,3
user_6809546a@gmail.com,TKT-001104,Late Delivery,1
user_0bed2a91@gmail.com,TKT-001105,Late Delivery,1
user_e946caa5@gmail.com,TKT-001106,Damaged Item,5
user_d3195631@gmail.com,TKT-001107,Damaged Item,1
user_81d8cee9@gmail.com,TKT-001108,Damaged Item,4
user_4fcf56f1@gmail.com,TKT-001109,Damaged Item,5
user_f3d40ec1@gmail.com,TKT-001110,Damaged Item,4
user_5f6a7738@gmail.com,TKT-001111,Damaged Item,1
user_768bbd3f@gmail.com,TKT-001112,Damaged Item,5
user_361918d0@gmail.com,TKT-001113,Damaged Item,5
user_936e76fd@gmail.com,TKT-001114,Damaged Item,2
user_db29571f@gmail.com,TKT-001115,Damaged Item,2
user_de3ff354@gmail.com,TKT-001116,Late Delivery,3
user_25354a20@gmail.com,TKT-001117,Damaged Item,1
user_75f8a2cc@gmail.com,TKT-001118,Late Delivery,1
user_116633d1@gmail.com,TKT-001119,Damaged Item,4
user_63568661@gmail.com,TKT-001120,Damaged Item,1
user_42c69d07@gmail.com,TKT-001121,Damaged Item,3
user_f1c91568@gmail.com,TKT-001122,Damaged Item,1
user_004b45ec@gmail.com,TKT-001123,Damaged Item,4
user_e69799b5@gmail.com,TKT-001124,Damaged Item,2
user_0bdb6ad2@gmail.com,TKT-001125,Damaged Item,1
user_1f875cf1@gmail.com,TKT-001126,Damaged Item,5
user_c16d2a41@gmail.com,TKT-001127,Damaged Item,2
user_f7af15c0@gmail.com,TKT-001128,Late Delivery,5
user_903fea98@gmail.com,TKT-001129,Late Delivery,3
user_f1022405@gmail.com,TKT-001130,Late Delivery,3
user_9fad9ce7@gmail.com,TKT-001131,Late Delivery,3
user_3f3bf8f7@gmail.com,TKT-001132,Damaged Item,1
user_f053e082@gmail.com,TKT-001133,Damaged Item,3
user_2a2a8928@gmail.com,TKT-001134,Late Delivery,4
user_0cbfcb47@gmail.com,TKT-001135,Damaged Item,3
user_a9969775@gmail.com,TKT-001136,Damaged Item,4
user_f6f30d20@gmail.com,TKT-001137,Damaged Item,3
user_1176d849@gmail.com,TKT-001138,Late Delivery,2
user_30858fbd@gmail.com,TKT-001139,Damaged Item,1
user_dc16e2d9@gmail.com,TKT-001140,Damaged Item,5
user_ade96e0b@gmail.com,TKT-001141,Late Delivery,3
user_a6480b62@gmail.com,TKT-001142,Late Delivery,2
user_f4aea85d@gmail.com,TKT-001143,Damaged Item,2
user_a6aa1df6@gmail.com,TKT-001144,Damaged Item,2
user_c666d3fc@gmail.com,TKT-001145,Damaged Item,4
user_ccdf8d95@gmail.com,TKT-001146,Late Delivery,1
user_04a232f2@gmail.com,TKT-001147,Late Delivery,2
user_6739d803@gmail.com,TKT-001148,Damaged Item,5
user_fa21158f@gmail.com,TKT-001149,Late Delivery,2
user_3494f941@gmail.com,TKT-001150,Damaged Item,3
user_ca09dd91@gmail.com,TKT-001151,Damaged Item,4
user_34797923@gmail.com,TKT-001152,Late Delivery,5
user_7ae6ccf9@gmail.com,TKT-001153,Late Delivery,2
user_663b8dc3@gmail.com,TKT-001154,Late Delivery,2
user_85ac06f4@gmail.com,TKT-001155,Damaged Item,3
user_108a6b4a@gmail.com,TKT-001156,Damaged Item,5
user_fe5b71c3@gmail.com,TKT-001157,Late Delivery,5
user_0cebf5b4@gmail.com,TKT-001158,Late Delivery,3
user_6add2745@gmail.com,TKT-001159,Late Delivery,4
user_da35742c@gmail.com,TKT-001160,Damaged Item,1
user_8801be95@gmail.com,TKT-001161,Damaged Item,5
user_c9253d1a@gmail.com,TKT-001162,Damaged Item,4
user_5a6d0925@gmail.com,TKT-001163,Damaged Item,1
user_e5ced7e7@gmail.com,TKT-001164,Late Delivery,4
user_5e8004bf@gmail.com,TKT-001165,Damaged Item,4
user_c53a41ca@gmail.com,TKT-001166,Late Delivery,3
user_80c4f7a9@gmail.com,TKT-001167,Damaged Item,2
user_58fc79b9@gmail.com,TKT-001168,Damaged Item,3
user_ef738b55@gmail.com,TKT-001169,Late Delivery,3
user_536bf87e@gmail.com,TKT-001170,Damaged Item,1
user_cda22de6@gmail.com,TKT-001171,Damaged Item,3
user_116bf428@gmail.com,TKT-001172,Damaged Item,1
user_0d3f9843@gmail.com,TKT-001173,Late Delivery,2
user_7be11725@gmail.com,TKT-001174,Late Delivery,2
user_32989b63@gmail.com,TKT-001175,Damaged Item,5
user_fc0bcca3@gmail.com,TKT-001176,Damaged Item,2
user_8333f310@gmail.com,TKT-001177,Late Delivery,4
user_26508b7c@gmail.com,TKT-001178,Damaged Item,4
user_0d26ad97@gmail.com,TKT-001179,Damaged Item,2
user_4871682a@gmail.com,TKT-001180,Late Delivery,2
user_f3795e38@gmail.com,TKT-001181,Late Delivery,5
user_e7ab6970@gmail.com,TKT-001182,Damaged Item,4
user_511ac552@gmail.com,TKT-001183,Damaged Item,1
user_8188d882@gmail.com,TKT-001184,Late Delivery,3
user_bce72558@gmail.com,TKT-001185,Damaged Item,3
user_8362d833@gmail.com,TKT-001186,Damaged Item,1
user_d0f63e7f@gmail.com,TKT-001187,Damaged Item,3
user_78e255ae@gmail.com,TKT-001188,Late Delivery,3
user_83c079de@gmail.com,TKT-001189,Late Delivery,1
user_f081cf0e@gmail.com,TKT-001190,Damaged Item,4
user_cbb38d8e@gmail.com,TKT-001191,Late Delivery,5
user_f1222bac@gmail.com,TKT-001192,Late Delivery,3
user_81c2d433@gmail.com,TKT-001193,Late Delivery,3
user_f474403e@gmail.com,TKT-001194,Late Delivery,2
user_5957410c@gmail.com,TKT-001195,Late Delivery,2
user_019890d2@gmail.com,TKT-001196,Late Delivery,4
user_9572e8f8@gmail.com,TKT-001197,Damaged Item,1
user_222474e8@gmail.com,TKT-001198,Late Delivery,3
user_4c0ebd1a@gmail.com,TKT-001199,Late Delivery,2
user_d782a4eb@gmail.com,TKT-001200,Late Delivery,1
user_0077dc76@gmail.com,TKT-001201,Damaged Item,2
user_e0c8c4cb@gmail.com,TKT-001202,Late Delivery,1
user_9571fc1b@gmail.com,TKT-001203,Late Delivery,1
user_fc71ef11@gmail.com,TKT-001204,Late Delivery,5
user_93bb3b99@gmail.com,TKT-001205,Late Delivery,4
user_0735a994@gmail.com,TKT-001206,Damaged Item,1
user_2f414e61@gmail.com,TKT-001207,Damaged Item,4
user_94ba28dc@gmail.com,TKT-001208,Damaged Item,4
user_e404115f@gmail.com,TKT-001209,Damaged Item,1
user_80d229e8@gmail.com,TKT-001210,Late Delivery,1
user_b0827afd@gmail.com,TKT-001211,Late Delivery,1
user_a2029eed@gmail.com,TKT-001212,Late Delivery,3
user_4602e5a3@gmail.com,TKT-001213,Damaged Item,2
user_d681209e@gmail.com,TKT-001214,Damaged Item,1
user_1bf8b36d@gmail.com,TKT-001215,Late Delivery,5
user_f0871fbd@gmail.com,TKT-001216,Damaged Item,5
user_57880399@gmail.com,TKT-001217,Late Delivery,5
user_02260926@gmail.com,TKT-001218,Late Delivery,1
user_34ae26a1@gmail.com,TKT-001219,Late Delivery,3
user_d6caf670@gmail.com,TKT-001220,Late Delivery,4
user_22f51519@gmail.com,TKT-001221,Damaged Item,1
user_df5206f3@gmail.com,TKT-001222,Damaged Item,5
user_84a3a192@gmail.com,TKT-001223,Damaged Item,3
user_b7ef1a00@gmail.com,TKT-001224,Late Delivery,4
user_c4ce884d@gmail.com,TKT-001225,Damaged Item,5
user_6ef12e7a@gmail.com,TKT-001226,Damaged Item,4
user_ffafb9f0@gmail.com,TKT-001227,Late Delivery,3
user_beec198c@gmail.com,TKT-001228,Late Delivery,3
user_06d9c416@gmail.com,TKT-001229,Late Delivery,1
user_35bfa120@gmail.com,TKT-001230,Late Delivery,2
user_3f518f50@gmail.com,TKT-001231,Damaged Item,2
user_a69212a9@gmail.com,TKT-001232,Late Delivery,4
user_6c1c9f70@gmail.com,TKT-001233,Late Delivery,1
user_4ff03022@gmail.com,TKT-001234,Late Delivery,1
user_81058233@gmail.com,TKT-001235,Damaged Item,1
user_7fde21d6@gmail.com,TKT-001236,Damaged Item,5
user_2b69e08c@gmail.com,TKT-001237,Late Delivery,4
user_31236774@gmail.com,TKT-001238,Late Delivery,4
user_e9a6a934@gmail.com,TKT-001239,Late Delivery,4
user_5429321a@gmail.com,TKT-001240,Damaged Item,1
user_106f5af6@gmail.com,TKT-001241,Damaged Item,1
user_7be3f845@gmail.com,TKT-001242,Late Delivery,3
user_e06c9b01@gmail.com,TKT-001243,Damaged Item,5
user_db410320@gmail.com,TKT-001244,Late Delivery,3
user_d0d24ba5@gmail.com,TKT-001245,Damaged Item,3
user_2e9a4479@gmail.com,TKT-001246,Late Delivery,1
user_597d035b@gmail.com,TKT-001247,Late Delivery,4
user_3d1f69f6@gmail.com,TKT-001248,Late Delivery,2
user_c8d59d5e@gmail.com,TKT-001249,Damaged Item,3
user_73c98b9f@gmail.com,TKT-001250,Damaged Item,2
user_675a8d2a@gmail.com,TKT-001251,Damaged Item,1
user_ee17bd1e@gmail.com,TKT-001252,Damaged Item,5
user_3c804d0d@gmail.com,TKT-001253,Damaged Item,4
user_9bb6328b@gmail.com,TKT-001254,Damaged Item,2
user_c68855ac@gmail.com,TKT-001255,Late Delivery,2
user_a573d37f@gmail.com,TKT-001256,Damaged Item,1
user_439b3aa6@gmail.com,TKT-001257,Late Delivery,2
user_d60f975f@gmail.com,TKT-001258,Damaged Item,3
user_288d018d@gmail.com,TKT-001259,Damaged Item,2
user_072f2800@gmail.com,TKT-001260,Late Delivery,4
user_40c60067@gmail.com,TKT-001261,Late Delivery,3
user_7dfdfeb6@gmail.com,TKT-001262,Damaged Item,5
user_43c83f30@gmail.com,TKT-001263,Damaged Item,1
user_0820b88e@gmail.com,TKT-001264,Damaged Item,4
user_e390906d@gmail.com,TKT-001265,Damaged Item,3
user_69bf033d@gmail.com,TKT-001266,Late Delivery,5
user_c071f952@gmail.com,TKT-001267,Damaged Item,1
user_fea0e442@gmail.com,TKT-001268,Late Delivery,1
user_448efcf5@gmail.com,TKT-001269,Damaged Item,4
user_a36eced8@gmail.com,TKT-001270,Late Delivery,4
user_6acc9144@gmail.com,TKT-001271,Damaged Item,5
user_93db82a7@gmail.com,TKT-001272,Late Delivery,1
user_ee811337@gmail.com,TKT-001273,Damaged Item,5
user_cd0681f9@gmail.com,TKT-001274,Late Delivery,4
user_8b1bd4e0@gmail.com,TKT-001275,Damaged Item,4
user_31d8b860@gmail.com,TKT-001276,Damaged Item,2
user_729d3aa6@gmail.com,TKT-001277,Damaged Item,3
user_f304a112@gmail.com,TKT-001278,Late Delivery,3
user_ce6adb9b@gmail.com,TKT-001279,Late Delivery,2
user_ee8f40b7@gmail.com,TKT-001280,Late Delivery,1
user_8a1f02ff@gmail.com,TKT-001281,Late Delivery,2
user_304d32ab@gmail.com,TKT-001282,Damaged Item,2
user_b17a9fa1@gmail.com,TKT-001283,Late Delivery,1
user_0cdfe74a@gmail.com,TKT-001284,Damaged Item,2
user_78d50041@gmail.com,TKT-001285,Late Delivery,1
user_0511b00d@gmail.com,TKT-001286,Damaged Item,1
user_5d335fd4@gmail.com,TKT-001287,Damaged Item,2
user_4dd678b3@gmail.com,TKT-001288,Late Delivery,5
user_5f708461@gmail.com,TKT-001289,Late Delivery,3
user_f2606b37@gmail.com,TKT-001290,Damaged Item,5
user_e76fbead@gmail.com,TKT-001291,Late Delivery,5
user_fbc1f243@gmail.com,TKT-001292,Late Delivery,1
user_97babdfd@gmail.com,TKT-001293,Damaged Item,3
user_bff4b209@gmail.com,TKT-001294,Damaged Item,3
user_5f5a8e2e@gmail.com,TKT-001295,Late Delivery,2
user_336c1ce2@gmail.com,TKT-001296,Late Delivery,3
user_bd49106e@gmail.com,TKT-001297,Damaged Item,3
user_f7eaae09@gmail.com,TKT-001298,Damaged Item,3
user_8dc76fe9@gmail.com,TKT-001299,Late Delivery,3
user_830e6d22@gmail.com,TKT-001300,Late Delivery,5
user_ace3470a@gmail.com,TKT-001301,Damaged Item,1
user_4a54835b@gmail.com,TKT-001302,Damaged Item,1
user_4b5a48d3@gmail.com,TKT-001303,Late Delivery,3
user_cc981606@gmail.com,TKT-001304,Damaged Item,4
user_3031a1ee@gmail.com,TKT-001305,Damaged Item,2
user_6bc18338@gmail.com,TKT-001306,Damaged Item,4
user_6a8fb2c3@gmail.com,TKT-001307,Late Delivery,3
user_79f73213@gmail.com,TKT-001308,Damaged Item,5
user_f7d0681e@gmail.com,TKT-001309,Damaged Item,1
user_67300bae@gmail.com,TKT-001310,Late Delivery,5
user_cc9b9e9c@gmail.com,TKT-001311,Late Delivery,1
user_a0b4713c@gmail.com,TKT-001312,Damaged Item,1
user_fd5163a0@gmail.com,TKT-001313,Late Delivery,3
user_95f35e8d@gmail.com,TKT-001314,Damaged Item,4
user_cde4da11@gmail.com,TKT-001315,Late Delivery,5
user_8a3265de@gmail.com,TKT-001316,Late Delivery,3
user_9f3de833@gmail.com,TKT-001317,Damaged Item,5
user_1ee6bd0a@gmail.com,TKT-001318,Damaged Item,3
user_7de1536d@gmail.com,TKT-001319,Late Delivery,1
user_671e410a@gmail.com,TKT-001320,Damaged Item,1
user_c5a2e92b@gmail.com,TKT-001321,Late Delivery,4
user_6f019b3a@gmail.com,TKT-001322,Late Delivery,4
user_3ea9b55e@gmail.com,TKT-001323,Late Delivery,5
user_aed1f846@gmail.com,TKT-001324,Damaged Item,5
user_30d4c5e2@gmail.com,TKT-001325,Late Delivery,3
user_e2226f48@gmail.com,TKT-001326,Damaged Item,2
user_64aa7e43@gmail.com,TKT-001327,Damaged Item,4
user_683ba252@gmail.com,TKT-001328,Late Delivery,3
user_a9e132df@gmail.com,TKT-001329,Damaged Item,5
user_736371da@gmail.com,TKT-001330,Late Delivery,4
user_2cbfa4c8@gmail.com,TKT-001331,Late Delivery,1
user_a7f271ab@gmail.com,TKT-001332,Late Delivery,5
user_48fb15c8@gmail.com,TKT-001333,Damaged Item,2
user_e6b42f13@gmail.com,TKT-001334,Late Delivery,2
user_37d6e143@gmail.com,TKT-001335,Damaged Item,5
user_289e1d1c@gmail.com,TKT-001336,Damaged Item,2
user_abd6c544@gmail.com,TKT-001337,Damaged Item,5
user_e79a0174@gmail.com,TKT-001338,Damaged Item,5
user_575b9446@gmail.com,TKT-001339,Damaged Item,3
user_8fea95cc@gmail.com,TKT-001340,Late Delivery,5
user_6b3e85b5@gmail.com,TKT-001341,Late Delivery,3
user_f96429b5@gmail.com,TKT-001342,Damaged Item,3
user_22a896a2@gmail.com,TKT-001343,Late Delivery,1
user_fdce9a28@gmail.com,TKT-001344,Damaged Item,2
user_192ba545@gmail.com,TKT-001345,Damaged Item,5
user_1dd809dc@gmail.com,TKT-001346,Late Delivery,5
user_56aa50d9@gmail.com,TKT-001347,Late Delivery,3
user_99a2e18b@gmail.com,TKT-001348,Late Delivery,1
user_fae87031@gmail.com,TKT-001349,Late Delivery,3
user_4bfaeedb@gmail.com,TKT-001350,Late Delivery,3
user_db1af3fd@gmail.com,TKT-001351,Late Delivery,3
user_c3fc29aa@gmail.com,TKT-001352,Damaged Item,3
user_18ad234f@gmail.com,TKT-001353,Damaged Item,2
user_b74deaa4@gmail.com,TKT-001354,Late Delivery,2
user_781af840@gmail.com,TKT-001355,Damaged Item,4
user_99c54f8e@gmail.com,TKT-001356,Damaged Item,4
user_89dd134d@gmail.com,TKT-001357,Damaged Item,5
user_12c61dcd@gmail.com,TKT-001358,Damaged Item,1
user_0c179665@gmail.com,TKT-001359,Damaged Item,5
user_790418b0@gmail.com,TKT-001360,Late Delivery,4
user_0aef1070@gmail.com,TKT-001361,Damaged Item,5
user_3d0d76f3@gmail.com,TKT-001362,Late Delivery,5
user_cb6dd31f@gmail.com,TKT-001363,Damaged Item,2
user_d861186a@gmail.com,TKT-001364,Late Delivery,3
user_1027050e@gmail.com,TKT-001365,Late Delivery,1
user_bfc71525@gmail.com,TKT-001366,Late Delivery,2
user_d1541e53@gmail.com,TKT-001367,Late Delivery,3
user_0d8b6f37@gmail.com,TKT-001368,Damaged Item,2
user_93a2e255@gmail.com,TKT-001369,Damaged Item,2
user_7a66c1d0@gmail.com,TKT-001370,Late Delivery,1
user_65410105@gmail.com,TKT-001371,Damaged Item,1
user_8afe6e31@gmail.com,TKT-001372,Late Delivery,4
user_55c41ec4@gmail.com,TKT-001373,Late Delivery,5
user_52d1ba60@gmail.com,TKT-001374,Late Delivery,4
user_77528332@gmail.com,TKT-001375,Late Delivery,4
user_14584c89@gmail.com,TKT-001376,Damaged Item,5
user_183098e8@gmail.com,TKT-001377,Damaged Item,2
user_3f92c696@gmail.com,TKT-001378,Damaged Item,3
user_5ad4267a@gmail.com,TKT-001379,Damaged Item,1
user_97a74865@gmail.com,TKT-001380,Damaged Item,3
user_d9f25fb4@gmail.com,TKT-001381,Late Delivery,3
user_1ae0620e@gmail.com,TKT-001382,Damaged Item,5
user_827fdd59@gmail.com,TKT-001383,Late Delivery,5
user_fa80c2b2@gmail.com,TKT-001384,Late Delivery,2
user_78d5f7c0@gmail.com,TKT-001385,Damaged Item,4
user_09cf7bb2@gmail.com,TKT-001386,Late Delivery,2
user_2a92af30@gmail.com,TKT-001387,Damaged Item,3
